,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront_N,waterfront_Y,not_renovated,is_renovated,floors_1,floors_2,floors_3,floors_3_half,not_viewed,viewed,day_of_year,no_basement,has_basement,total_home_sqft,city,grd_1_to_5,grd_6_to_7,grd_8_to_9,grd_10_to_11,grd_12_to_13,jan_mar,apr_jun,jul_sep,oct_dec,cond_poor,cond_fair,cond_average,cond_good,cond_very_good
11,561000075,260000.0,3,1.0,1180,5350,1180,59,66,47.505,-122.259,1490,5350,1,0,1,0,0,1,0,0,1,0,355,1,0,1180.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,1,0
12,1123049053,360000.0,4,2.5,1840,9611,1840,96,66,47.4964,-122.251,1830,8505,1,0,1,0,0,1,0,0,1,0,37,1,0,1840.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
13,7812800565,289500.0,3,1.0,960,6400,820,44,66,47.496,-122.23899999999999,1200,6600,1,0,1,0,1,0,0,0,1,0,219,0,1,1100.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,1,0
14,3348401740,188000.0,2,1.5,1120,17487,1120,24,66,47.5024,-122.271,1690,8056,1,0,1,0,1,0,0,0,1,0,21,1,0,1120.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15,2171400197,350000.0,5,3.0,2520,5500,1550,104,66,47.4938,-122.255,1700,8000,1,0,1,0,1,0,0,0,1,0,254,0,1,3490.0,Seattle,0,0,1,0,0,0,0,1,0,0,0,1,0,0
16,5476200160,164808.0,3,1.0,1250,5411,1250,80,66,47.5064,-122.265,1490,6320,1,0,1,0,1,0,0,0,1,0,199,1,0,1250.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
17,9368700223,310000.0,4,3.0,2010,7426,1090,51,66,47.5042,-122.265,1470,7426,1,0,1,0,1,0,0,0,1,0,27,0,1,2930.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,0,0,1
18,7567600045,825000.0,2,1.0,1150,12775,1150,8,66,47.501999999999995,-122.22200000000001,2440,11852,0,1,1,0,1,0,0,0,0,1,232,1,0,1150.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,1,0
19,2171400126,269000.0,3,1.0,1690,4250,1020,67,66,47.4945,-122.258,1820,8865,1,0,0,1,1,0,0,0,1,0,149,0,1,2360.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
20,3352402236,252500.0,3,2.0,1150,6000,1150,56,66,47.49800000000001,-122.26299999999999,1980,6360,1,0,1,0,1,0,0,0,1,0,341,1,0,1150.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,8069000075,790000.0,4,1.75,2460,10061,1410,61,66,47.5105,-122.238,2300,10061,0,1,1,0,1,0,0,0,0,1,353,0,1,3510.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
22,7812800310,260000.0,2,1.0,1120,5650,1120,44,66,47.4979,-122.241,1270,6875,1,0,1,0,1,0,0,0,1,0,169,1,0,1120.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23,2171400218,245000.0,4,1.5,1280,8000,1280,60,66,47.4949,-122.255,1420,8211,1,0,1,0,1,0,0,0,1,0,99,1,0,1280.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
24,8073000550,1700000.0,4,3.75,3190,17186,3190,99,66,47.5115,-122.24600000000001,2290,13496,0,1,1,0,0,1,0,0,0,1,98,1,0,3190.0,Seattle,0,0,0,1,0,0,1,0,0,0,0,1,0,0
25,4058800830,612000.0,6,3.0,3840,14040,2460,49,66,47.506,-122.241,2170,6765,1,0,0,1,0,1,0,0,0,1,70,0,1,5220.0,Seattle,0,0,1,0,0,1,0,0,0,0,0,1,0,0
26,9368700341,285000.0,3,2.0,2110,6900,1220,55,66,47.504,-122.26,1350,7683,1,0,1,0,0,1,0,0,1,0,227,0,1,3000.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27,1180002378,299000.0,4,2.5,1950,3000,1950,102,66,47.4977,-122.226,1170,6000,1,0,0,1,0,1,0,0,1,0,262,1,0,1950.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
28,185000118,212000.0,4,2.0,1880,7500,980,46,66,47.495,-122.266,1670,14350,1,0,1,0,1,0,0,0,1,0,47,0,1,2780.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,0,0,1
29,3810000860,240000.0,4,1.5,1920,7973,1920,55,66,47.4961,-122.235,2020,8840,1,0,1,0,1,0,0,0,1,0,119,1,0,1920.0,Seattle,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30,3810000565,255000.0,4,2.0,2430,8960,1430,60,66,47.4979,-122.23200000000001,2430,8960,1,0,0,1,1,0,0,0,1,0,176,0,1,3430.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
31,1180500070,335000.0,4,2.5,2330,7050,2330,98,66,47.5001,-122.23100000000001,1810,5424,1,0,1,0,0,1,0,0,1,0,321,1,0,2330.0,Seattle,0,0,1,0,0,0,0,0,1,0,0,1,0,0
32,179000350,194000.0,3,1.5,1010,5000,1010,43,66,47.4925,-122.27799999999999,980,5000,1,0,1,0,1,0,0,0,1,0,302,1,0,1010.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
33,3810000202,251700.0,3,2.25,1810,11800,1240,77,66,47.4997,-122.23100000000001,1810,5641,1,0,0,1,1,0,0,0,1,0,241,0,1,2380.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
34,4058802105,150000.0,3,1.0,1450,6776,1450,52,66,47.5056,-122.244,1680,7200,1,0,1,0,1,0,0,0,1,0,240,1,0,1450.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
35,2976800550,280005.0,3,1.5,1130,7200,1130,54,66,47.5041,-122.25299999999999,1130,7200,1,0,1,0,1,0,0,0,1,0,97,1,0,1130.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
36,3810000465,243000.0,2,1.0,1770,5522,960,43,66,47.4974,-122.23100000000001,1830,7378,1,0,0,1,0,1,0,0,1,0,133,0,1,2580.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,0,1,0
37,7129300400,400000.0,6,2.0,2350,6554,2000,5,66,47.5115,-122.256,1560,6554,1,0,1,0,0,1,0,0,0,1,219,0,1,2700.0,Seattle,0,0,1,0,0,0,0,1,0,0,0,1,0,0
38,7878400135,355000.0,3,2.25,2550,9674,1850,59,66,47.4856,-122.24700000000001,2240,9674,1,0,1,0,1,0,0,0,1,0,317,0,1,3250.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
39,7887200390,294000.0,3,1.0,1320,9520,990,53,66,47.4857,-122.25299999999999,1460,10610,1,0,1,0,1,0,0,0,1,0,262,0,1,1650.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
40,179003055,210000.0,3,1.0,1200,7500,1200,5,66,47.4921,-122.275,1010,7000,1,0,0,1,1,0,0,0,1,0,310,1,0,1200.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41,3352400004,184500.0,2,1.0,720,5880,720,40,66,47.5056,-122.27,1440,7200,1,0,1,0,1,0,0,0,1,0,23,1,0,720.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
42,3352401981,199000.0,4,2.0,2030,8120,2030,50,66,47.4994,-122.26100000000001,1520,9440,1,0,1,0,0,1,0,0,1,0,134,1,0,2030.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
43,393000045,415000.0,5,1.75,3700,9140,1850,57,66,47.5086,-122.258,2190,6720,1,0,1,0,1,0,0,0,1,0,351,0,1,5550.0,Seattle,0,0,1,0,0,0,0,0,1,0,0,1,0,0
44,2144800215,285000.0,4,1.75,2080,13629,1040,55,66,47.4866,-122.23200000000001,1780,14659,1,0,1,0,1,0,0,0,1,0,132,0,1,3120.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,0,1,0
45,5476200123,200000.0,4,2.0,2090,6630,1070,74,66,47.5077,-122.26799999999999,1550,7980,1,0,0,1,1,0,0,0,1,0,184,0,1,3110.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
46,8073000495,700000.0,2,1.0,1160,17635,1160,45,66,47.5117,-122.24799999999999,1510,13122,0,1,0,1,1,0,0,0,0,1,276,1,0,1160.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
47,3800008,178000.0,5,1.5,1990,18200,1990,60,66,47.4938,-122.262,1860,8658,1,0,0,1,1,0,0,0,1,0,48,1,0,1990.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
48,2172000750,160000.0,2,1.0,1180,9350,1180,18,66,47.4889,-122.259,1780,9306,1,0,1,0,1,0,0,0,1,0,140,1,0,1180.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
49,7813200115,100000.0,2,1.0,790,6426,790,44,66,47.4933,-122.245,1380,6946,1,0,1,0,1,0,0,0,1,0,240,1,0,790.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
50,4058801240,330000.0,3,2.25,1620,7150,1280,50,66,47.5048,-122.241,1620,6930,1,0,1,0,1,0,0,0,0,1,294,0,1,1960.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,1,0
51,9282801720,355000.0,4,1.5,2020,6000,1010,53,66,47.5019,-122.235,1710,6000,1,0,1,0,1,0,0,0,1,0,71,0,1,3030.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,0,1,0
52,3352402250,119900.0,2,1.0,700,3180,480,51,66,47.4976,-122.262,1760,6360,1,0,1,0,1,0,0,0,1,0,287,0,1,920.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
53,7657000165,200000.0,4,1.0,1070,7467,1070,44,66,47.4942,-122.235,1160,7467,1,0,1,0,0,1,0,0,1,0,204,1,0,1070.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
54,561000300,345100.0,3,3.75,1950,8625,1360,59,66,47.505,-122.258,1950,6670,1,0,1,0,1,0,0,0,1,0,167,0,1,2540.0,Seattle,0,0,1,0,0,0,1,0,0,0,0,1,0,0
55,399000195,200000.0,3,1.0,960,7500,960,53,66,47.4966,-122.255,1250,6000,1,0,1,0,1,0,0,0,1,0,286,1,0,960.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
56,3348401584,210000.0,3,1.75,1400,7300,1400,48,66,47.4999,-122.26799999999999,1440,10825,1,0,1,0,0,1,0,0,1,0,226,1,0,1400.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
57,1159100100,359950.0,3,2.25,1940,11612,1100,81,66,47.5018,-122.23,2180,8954,1,0,1,0,1,0,0,0,1,0,164,0,1,2780.0,Seattle,0,0,1,0,0,0,1,0,0,0,0,0,1,0
58,8073000265,360000.0,3,2.0,1960,8846,980,40,66,47.5101,-122.24600000000001,2190,6363,1,0,0,1,1,0,0,0,0,1,254,0,1,2940.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,1,0
59,399000025,265000.0,3,1.0,1360,5967,1360,54,66,47.4973,-122.256,1360,6052,1,0,1,0,1,0,0,0,1,0,98,1,0,1360.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
60,9368700031,195000.0,2,1.0,720,18000,720,50,66,47.5054,-122.26100000000001,1250,7925,1,0,1,0,1,0,0,0,1,0,122,1,0,720.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
61,1180500100,353000.0,4,2.75,1920,4627,1010,98,66,47.5003,-122.23,1910,7210,1,0,1,0,1,0,0,0,1,0,260,0,1,2830.0,Seattle,0,0,1,0,0,0,0,1,0,0,0,1,0,0
62,3991400080,499900.0,3,1.75,2430,8820,1630,77,66,47.4972,-122.23299999999999,2390,10050,1,0,1,0,1,0,0,0,0,1,342,0,1,3230.0,Seattle,0,0,1,0,0,0,0,0,1,0,0,1,0,0
63,3352402195,169000.0,3,1.0,890,7110,890,57,66,47.4971,-122.26100000000001,1100,8375,1,0,1,0,1,0,0,0,1,0,190,1,0,890.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
64,2328800130,220000.0,3,1.75,1900,7680,1260,59,66,47.5081,-122.266,2000,7740,1,0,1,0,1,0,0,0,1,0,343,0,1,2540.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
65,9282801950,279000.0,4,1.0,1210,6000,1210,43,66,47.5026,-122.234,1470,6000,1,0,1,0,0,1,0,0,0,1,223,1,0,1210.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
66,3348401319,372500.0,5,3.0,2480,10090,1300,104,66,47.4964,-122.26299999999999,2290,9900,1,0,1,0,1,0,0,0,1,0,125,0,1,3660.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
67,8068000585,235000.0,2,1.0,880,5600,880,55,66,47.5071,-122.265,1240,7015,1,0,1,0,1,0,0,0,1,0,232,1,0,880.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,0,1
68,623059016,1100000.0,4,3.25,3190,11774,2610,56,66,47.5033,-122.225,2240,8725,0,1,0,1,0,1,0,0,0,1,191,0,1,3770.0,Seattle,0,0,1,0,0,0,0,1,0,0,0,1,0,0
69,7129300420,258000.0,3,1.75,1040,5650,1040,51,66,47.5111,-122.256,1290,5650,1,0,1,0,1,0,0,0,1,0,328,1,0,1040.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,0,1
70,4060000440,241000.0,3,1.0,880,6050,880,45,66,47.4995,-122.24799999999999,1130,6050,1,0,1,0,1,0,0,0,1,0,29,1,0,880.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
71,185000161,261000.0,3,1.0,1780,7800,1060,57,66,47.4932,-122.26299999999999,1450,7800,1,0,1,0,1,0,0,0,1,0,281,0,1,2500.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
72,7878400022,390000.0,4,2.25,3060,7920,1530,65,66,47.4879,-122.245,1850,7800,1,0,1,0,1,0,0,0,1,0,119,0,1,4590.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
73,4141680190,375000.0,3,2.5,2320,5760,1480,87,66,47.504,-122.24799999999999,1660,5762,1,0,1,0,1,0,0,0,1,0,212,0,1,3160.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
74,3810000020,352000.0,4,1.5,1440,8680,1440,22,66,47.501999999999995,-122.228,1440,9000,1,0,1,0,0,1,0,0,1,0,70,1,0,1440.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
75,4058801310,287000.0,2,1.0,930,6900,930,52,66,47.506,-122.242,1910,7194,1,0,1,0,1,0,0,0,0,1,275,1,0,930.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
76,8068000305,241000.0,3,1.0,1150,10000,1000,51,66,47.5075,-122.262,1340,10000,1,0,1,0,1,0,0,0,1,0,301,0,1,1300.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
77,8067000020,295000.0,5,3.5,2100,5107,1410,99,66,47.5108,-122.257,1410,5650,1,0,1,0,0,1,0,0,1,0,155,0,1,2790.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
78,4058801702,800000.0,4,2.5,4940,10037,3450,53,66,47.5095,-122.24700000000001,2430,9272,1,0,1,0,1,0,0,0,0,1,31,0,1,6430.0,Seattle,0,0,1,0,0,1,0,0,0,0,0,1,0,0
79,9368700006,375000.0,5,1.75,2230,7560,1230,59,66,47.5055,-122.26,1380,6570,1,0,1,0,1,0,0,0,1,0,76,0,1,3230.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
80,1180008315,212000.0,3,1.0,1040,6800,1040,51,66,47.492,-122.22399999999999,1430,6080,1,0,1,0,1,0,0,0,1,0,189,1,0,1040.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,0,1
81,3810000480,350000.0,3,1.75,2010,6150,2010,39,66,47.4975,-122.23100000000001,1770,7380,1,0,0,1,0,1,0,0,1,0,255,1,0,2010.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,0,1
82,4327600010,336000.0,3,3.0,1790,13350,1190,88,66,47.4958,-122.262,1740,10624,1,0,1,0,1,0,0,0,1,0,27,0,1,2390.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
83,3878900185,303100.0,3,1.5,1640,5650,1640,52,66,47.50899999999999,-122.251,1640,5650,1,0,1,0,1,0,0,0,1,0,288,1,0,1640.0,Seattle,0,0,1,0,0,0,0,0,1,0,0,1,0,0
84,8069000216,356200.0,3,2.0,1690,10062,940,28,66,47.5102,-122.241,2390,6650,1,0,1,0,1,0,0,0,0,1,196,0,1,2440.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,0,1
85,7657000225,205000.0,3,1.0,860,7467,860,44,66,47.4947,-122.23700000000001,1280,7467,1,0,1,0,1,0,0,0,1,0,193,1,0,860.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
86,4058200630,353000.0,3,1.75,2190,7021,1390,53,66,47.5033,-122.23200000000001,2180,7155,1,0,0,1,1,0,0,0,0,1,268,0,1,2990.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,1,0
87,7130300170,552000.0,4,2.75,3160,8429,1620,82,66,47.511,-122.251,1760,6780,1,0,1,0,1,0,0,0,0,1,78,0,1,4700.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,0,1,0
88,6706200130,343000.0,3,1.75,2210,7920,1400,66,66,47.4968,-122.23700000000001,2220,7920,1,0,0,1,1,0,0,0,1,0,98,0,1,3020.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
89,1823059106,288250.0,3,1.75,2110,15400,1380,63,66,47.4861,-122.226,2110,9800,1,0,1,0,1,0,0,0,1,0,111,0,1,2840.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
90,3352400330,216000.0,2,1.0,1810,10360,1010,46,66,47.5039,-122.266,1810,10360,1,0,0,1,1,0,0,0,1,0,79,0,1,2610.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
91,3810000455,340000.0,4,2.25,2060,8400,1300,60,66,47.4984,-122.23,1990,7383,1,0,1,0,1,0,0,0,1,0,244,0,1,2820.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
92,4136800205,258000.0,2,2.0,750,6553,750,45,66,47.4982,-122.221,1140,7500,1,0,0,1,0,1,0,0,0,1,43,1,0,750.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
93,4058200985,472000.0,3,1.75,2180,7200,1090,54,66,47.5044,-122.235,2180,7140,1,0,0,1,1,0,0,0,0,1,247,0,1,3270.0,Seattle,0,0,1,0,0,0,0,1,0,0,0,0,1,0
94,7812800865,170000.0,2,1.0,810,9882,810,44,66,47.4925,-122.23899999999999,950,7200,1,0,0,1,1,0,0,0,1,0,316,1,0,810.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
95,7657600195,199950.0,3,1.0,1340,7260,1340,44,66,47.4934,-122.23700000000001,1210,7260,1,0,1,0,0,1,0,0,1,0,302,1,0,1340.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
96,1180000625,315000.0,4,2.5,1950,3225,1950,102,66,47.5014,-122.226,1980,3225,1,0,0,1,0,1,0,0,1,0,295,1,0,1950.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
97,7812801115,153000.0,3,1.0,1270,6405,1270,44,66,47.4959,-122.241,1110,6405,1,0,0,1,0,1,0,0,1,0,157,1,0,1270.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
98,9282800065,203000.0,3,1.75,1190,6000,1190,52,66,47.5026,-122.236,1200,6000,1,0,0,1,1,0,0,0,1,0,81,1,0,1190.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
99,3348401095,210000.0,4,1.75,2090,6485,1280,56,66,47.4958,-122.265,2190,9600,1,0,1,0,1,0,0,0,1,0,110,0,1,2900.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
100,3878900815,361000.0,3,2.25,2470,5650,1550,73,66,47.5072,-122.25200000000001,1660,5650,1,0,1,0,1,0,0,0,0,1,117,0,1,3390.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
101,8068000730,315000.0,4,2.0,1780,5336,930,18,66,47.5094,-122.26299999999999,1910,10304,1,0,1,0,0,1,0,0,1,0,169,1,0,1780.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,0,0,1
102,9218400088,495000.0,5,1.0,1810,11205,1810,15,66,47.5099,-122.262,1860,7965,1,0,1,0,0,1,0,0,0,1,316,1,0,1810.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
103,2144800615,190000.0,1,0.75,930,29258,930,41,66,47.4837,-122.236,2000,18321,1,0,1,0,1,0,0,0,1,0,169,1,0,930.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
104,2520900301,239300.0,3,1.0,1070,5750,1070,52,66,47.5071,-122.255,1420,6500,1,0,1,0,1,0,0,0,1,0,288,1,0,1070.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
105,2172000846,248000.0,4,2.0,2080,13510,1040,50,66,47.4918,-122.258,2010,11625,1,0,0,1,1,0,0,0,1,0,163,0,1,3120.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
106,7657600025,289900.0,3,1.0,1180,7068,1180,44,66,47.4947,-122.238,1180,7068,1,0,0,1,1,0,0,0,1,0,43,1,0,1180.0,Seattle,0,1,0,0,0,1,0,0,0,0,0,1,0,0
107,7812800515,159075.0,4,1.5,1580,6200,790,44,66,47.4971,-122.24,1320,6499,1,0,1,0,1,0,0,0,1,0,291,0,1,2370.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
108,7689600650,323500.0,3,3.0,2240,11536,2240,43,66,47.4886,-122.245,1650,8760,1,0,0,1,0,1,0,0,1,0,253,1,0,2240.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
109,4058801225,350000.0,4,1.75,1820,6930,1320,52,66,47.5053,-122.242,1820,6825,1,0,1,0,1,0,0,0,0,1,328,0,1,2320.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,1,0
110,3352400325,225000.0,3,1.5,1220,8345,1220,31,66,47.5038,-122.266,1880,10169,1,0,1,0,0,1,0,0,1,0,198,1,0,1220.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
111,1180007005,265950.0,3,1.5,1150,8450,1150,51,66,47.4927,-122.22399999999999,1160,6800,1,0,1,0,1,0,0,0,1,0,169,1,0,1150.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,0,1,0
112,372000040,304000.0,3,1.75,1720,6000,1000,54,66,47.4999,-122.223,1690,6000,1,0,1,0,1,0,0,0,0,1,269,0,1,2440.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
113,3878900395,323000.0,3,1.75,1830,12500,1200,47,66,47.5087,-122.25,1830,7300,1,0,1,0,1,0,0,0,0,1,202,0,1,2460.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
114,179001425,230000.0,3,1.75,1420,3000,710,31,66,47.4928,-122.274,1960,5000,1,0,0,1,1,0,0,0,1,0,290,0,1,2130.0,Seattle,1,0,0,0,0,0,0,0,1,0,0,1,0,0
115,4058801065,272000.0,3,2.0,1200,5700,1200,42,66,47.5031,-122.242,1190,6384,1,0,1,0,1,0,0,0,1,0,213,1,0,1200.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,0,0,1
116,2976800115,349170.0,4,1.75,1670,8856,1070,55,66,47.5056,-122.251,1660,8088,1,0,1,0,1,0,0,0,0,1,302,0,1,2270.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
117,7812800775,264250.0,3,1.0,1420,7420,1420,44,66,47.4949,-122.23899999999999,1290,6600,1,0,1,0,0,1,0,0,1,0,246,1,0,1420.0,Seattle,0,1,0,0,0,0,0,1,0,0,0,1,0,0
118,4059400265,339950.0,5,2.0,1890,6050,1890,44,66,47.5018,-122.242,1170,6050,1,0,1,0,0,1,0,0,1,0,311,1,0,1890.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,0,1,0
119,7390400026,315000.0,4,1.75,1850,8580,1140,60,66,47.4877,-122.24,2210,9240,1,0,0,1,1,0,0,0,1,0,321,0,1,2560.0,Seattle,0,1,0,0,0,0,0,0,1,0,0,1,0,0
120,2144800117,270000.0,4,2.25,2600,9900,1600,65,66,47.4881,-122.23700000000001,1770,11250,1,0,1,0,1,0,0,0,1,0,170,0,1,3600.0,Seattle,0,1,0,0,0,0,1,0,0,0,0,1,0,0
